taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 28-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,295,1594626.31,0.2,318925.26,0.0107,3412.5,2023,8,8,1,1,25.2,1400.94,69.44,0,12.0,4.0,14.282150605455987,12.672715195170811,7.245612270673054
Individual,Sarangani,Davao Occidental,Davao Del Sur,City of Digos,Zone 2 (Pob.),Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 06A,79,1031405.57,0.25,257851.39,0.0151,3893.56,2024,18,8,2,0,18.3,1359.07,80.55,0,12.0,4.0,13.846434030561255,12.460142568390967,7.215291447993768
Company,Matanao,Davao Del Sur,Davao De Oro,New Bataan,Bantacan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,193,3157790.25,0.45,1421005.61,0.0137,19467.78,2021,17,8,3,1,60.4,14142.01,47.74,1,3.0,1.0,14.965383369649626,14.166876058722185,9.556975788083815
Individual,City of Davao,Davao Del Sur,Davao De Oro,Mabini,Golden Valley,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,176,999670.34,0.2,199934.07,0.0109,2179.28,2022,14,8,2,1,30.8,1347.59,58.63,0,12.0,4.0,13.815181843943739,12.205747942819954,7.206814881175852
Individual,Mabini,Davao De Oro,Davao Oriental,Tarragona,Dadong,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,524,6334874.84,0.5,3167437.42,0.0136,43077.15,2021,8,8,2,0,21.0,17470.49,84.23,0,12.0,4.0,15.661580772492432,14.968433749788764,9.768325688558168
Individual,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,Buda,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3368,4441721.69,0.4,1776688.68,0.0108,19188.24,2024,6,6,3,1,65.4,13392.05,5.0,1,3.0,1.0,15.306552852401737,14.390262460485712,9.502491194673665
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bato,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,177,1084219.88,0.2,216843.98,0.0141,3057.5,2022,11,8,1,1,26.8,1555.63,72.09,0,12.0,4.0,13.896372204062336,12.286937999352945,7.350278507113565
Individual,Maragusan,Davao De Oro,Davao Del Norte,San Isidro,Kipalili,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 13C,47,755748.22,0.25,188937.05,0.0115,2172.78,2023,7,7,2,1,30.6,1284.13,63.85,0,6.0,2.0,13.53546488055384,12.149174462533125,7.158615159527428
Individual,Nabunturan,Davao De Oro,Davao De Oro,Montevista,San Vicente,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,305,2232586.72,0.2,446517.34,0.0141,6295.89,2021,12,8,4,1,70.0,5491.99,5.0,1,6.0,2.0,14.618671883234107,13.00923575348313,8.611228012842147
Company,Maragusan,Davao De Oro,Davao Del Sur,City of Davao,Wines,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,883,11062463.36,0.5,5531231.68,0.0159,87946.58,2022,19,8,3,2,101.4,88445.69,15.46,1,6.0,2.0,16.219068346598217,15.525921256434039,11.39015527661523
Individual,Montevista,Davao De Oro,Davao Del Sur,City of Davao,Inayangan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,254,2549312.4,0.2,509862.48,0.0123,6271.31,2023,8,8,2,0,16.0,1948.28,84.96,0,12.0,4.0,14.751334625977039,13.141898282591633,7.575215352606097
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Alta Vista,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,325,1275895.69,0.2,255179.14,0.011,2806.97,2023,3,3,1,0,29.2,474.81,67.45,0,,,14.059159775659271,12.449725006107922,6.16501861488213
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Sulop,Solongvale,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,69,435199.7,0.2,87039.94,0.0106,922.62,2022,18,8,2,1,47.8,601.04,36.73,0,9.0,3.0,12.98356258297846,11.374133861663807,6.400323888284162
Company,City of Davao,Davao Del Sur,Davao Oriental,Lupon,  Don Mariano Marcos ,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2075,17551068.32,0.5,8775534.16,0.0143,125490.14,2024,13,8,2,1,41.6,68856.7,34.33,0,3.0,1.0,16.680625435934527,15.987478312351165,11.139797335230996
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Binugao,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,421,12650870.91,0.5,6325435.46,0.0139,87923.55,2024,9,8,2,1,48.1,58958.92,34.9,1,3.0,1.0,16.353236696454235,15.660089595730682,10.984613170010194
Company,City of Davao,Davao Del Sur,Davao Del Sur,Hagonoy,Leling,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,613,9204942.82,0.5,4602471.41,0.0169,77781.77,2021,8,8,2,1,32.9,55504.43,58.9,0,9.0,3.0,16.03525126942591,15.342104197503232,10.924236132786554
Individual,City of Digos,Davao Del Sur,Davao Del Norte,City of Tagum,San Miguel,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,569,1936171.33,0.4,774468.53,0.0125,9680.86,2023,12,8,5,2,108.5,11450.57,5.0,1,,,14.476223556286952,13.559933596554512,9.345882117486516
Individual,Santa Maria,Davao Occidental,Davao De Oro,Maco,Elizalde,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,201,1015701.57,0.2,203140.31,0.0109,2214.23,2022,2,3,1,1,54.4,984.83,16.06,1,12.0,4.0,13.831091118199078,12.221657124227253,6.893483925944565
Individual,City of Mati,Davao Oriental,Davao Del Sur,Matanao,Poblacion,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4432,5710752.43,0.4,2284300.97,0.0123,28096.9,2021,12,8,1,1,27.1,13809.12,70.16,0,9.0,3.0,15.55786152213957,14.641571052052205,9.533156935721125
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,Lahi,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,223,1214223.08,0.2,242844.62,0.0131,3181.26,2023,14,8,3,1,46.0,2416.75,44.43,0,3.0,1.0,14.00961581346996,12.400181211786661,7.790592634597073
Individual,Kapalong,Davao Del Norte,Davao Oriental,Governor Generoso,Lavigan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,271,1130257.25,0.2,226051.45,0.0112,2531.78,2023,19,8,3,2,66.4,2677.94,12.02,1,3.0,1.0,13.937956704400285,12.328522330974126,7.893176472877232
Individual,Pantukan,Davao De Oro,Davao Oriental,Baganga,Baculin,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,106,433069.95,0.2,86613.99,0.0138,1195.27,2021,4,5,2,1,51.0,604.88,46.57,0,9.0,3.0,12.978656850374499,11.369228174259591,6.406681946658825
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 22-C (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,221,2659104.8,0.5,1329552.4,0.0185,24596.72,2021,4,4,1,1,35.3,12802.86,73.17,0,3.0,1.0,14.793500458828088,14.100353654334343,9.457501966946877
Individual,Tarragona,Davao Oriental,Davao Del Sur,Matanao,Bagumbayan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 06B,106,1197116.85,0.25,299279.21,0.0143,4279.69,2024,11,8,3,1,47.5,2679.17,35.73,1,9.0,3.0,13.995427434163295,12.609135570705824,7.893635504328946
Individual,Kiblawan,Davao Del Sur,Davao Oriental,Caraga,Santiago,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 14D,38,361227.47,0.25,90306.87,0.0137,1237.2,2021,16,8,3,1,54.1,837.28,28.73,1,6.0,2.0,12.797265918016794,11.410979889538734,6.731352173551742
Individual,Santo Tomas,Davao Del Norte,Davao Del Sur,City of Davao,San Isidro (Licanan),Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,219,927986.92,0.2,185597.38,0.0118,2190.05,2021,9,8,2,1,46.3,1299.12,44.12,0,6.0,2.0,13.740773994442232,12.131340370847868,7.170211846881843
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Baliok,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,207,1018183.06,0.2,203636.61,0.0116,2362.18,2021,17,8,1,1,24.8,946.3,62.9,0,3.0,1.0,13.833531265250242,12.224097271549835,6.853615832881489
Company,City of Davao,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Cogon,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 11C,78,1340467.52,0.25,335116.88,0.0116,3887.36,2022,11,8,3,1,54.7,2921.62,40.6,0,6.0,2.0,14.108529752607692,12.722237629508761,7.980235753238926
Individual,Asuncion,Davao Del Norte,Davao Del Sur,City of Davao,Gumitan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1697,3561068.32,0.4,1424427.33,0.0114,16238.47,2024,14,8,2,1,32.9,10446.03,62.98,0,9.0,3.0,15.085571428512457,14.169281119264078,9.254073006471176
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4915,11573016.64,0.4,4629206.66,0.0126,58328.0,2022,18,8,1,1,32.9,31005.52,68.83,0,9.0,3.0,16.264186881066504,15.347896279668248,10.341952783933236
Company,City of Davao,Davao Del Sur,Davao De Oro,Compostela,Ngan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,756,5442277.51,0.4,2176911.0,0.0137,29823.68,2024,11,8,4,2,73.8,31200.41,5.0,1,3.0,1.0,15.509708374891567,14.59341791679976,10.348218565084125
Company,Santo Tomas,Davao Del Norte,Davao Oriental,Baganga,Lucod,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 05D,84,942259.73,0.25,235564.93,0.0116,2732.55,2021,2,1,1,0,27.2,701.81,56.2,0,9.0,3.0,13.756037298700521,12.369746110794965,6.555086585010803
Individual,Nabunturan,Davao De Oro,Davao Del Sur,City of Davao,Bago Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,62,613872.39,0.2,122774.48,0.011,1350.52,2024,12,8,2,1,33.2,788.39,51.19,0,9.0,3.0,13.327543980654335,11.718112600490517,6.67126049529951
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Lapu-lapu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,60,348946.23,0.2,69789.25,0.0125,872.37,2024,6,6,1,0,24.4,276.4,78.22,0,6.0,2.0,12.762675986313777,11.153249594179877,5.625460507880731
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Calinan (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,377,5353899.7,0.5,2676949.85,0.0149,39886.55,2021,1,1,1,1,34.1,23218.21,39.72,1,3.0,1.0,15.493335956009602,14.800188962229345,10.05273523227862
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bago Gallera,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,74,575019.35,0.2,115003.87,0.0117,1345.55,2021,8,8,3,1,59.6,807.93,28.09,1,6.0,2.0,13.262160710457579,11.65272975427483,6.6957123867388315
Individual,Cateel,Davao Oriental,Davao Del Sur,Kiblawan,Poblacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,263,1664150.26,0.2,332830.05,0.0108,3594.56,2023,10,8,3,1,56.8,2597.51,37.46,0,12.0,4.0,14.324825797674313,12.71539028285593,7.862693482815153
Company,Matanao,Davao Del Sur,Davao Del Sur,Sulop,Buguis,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,221,1611154.86,0.2,322230.97,0.0109,3512.32,2021,17,8,2,1,51.9,2345.37,48.61,0,3.0,1.0,14.292462404841274,12.683026968887047,7.7606247320376935
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Padada,Lower Limonzo,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,264,1279798.68,0.2,255959.74,0.0103,2636.39,2024,16,8,1,1,28.2,1261.41,73.33,0,12.0,4.0,14.062214123648397,12.452779352325948,7.140777871479754
Company,Baganga,Davao Oriental,Davao Del Norte,City of Tagum,Nueva Fuerza,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,561,13552609.64,0.5,6776304.82,0.0184,124684.01,2022,12,8,2,1,26.8,87545.62,56.22,0,6.0,2.0,16.422089753890724,15.728942647117297,11.379926730458182
Company,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Cogon-Bacaca,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1851,16099093.37,0.5,8049546.68,0.0159,127987.79,2023,7,7,1,1,32.1,68353.42,70.6,0,6.0,2.0,16.594273578062026,15.90112645899622,11.132461507215618
Company,City of Davao,Davao Del Sur,Davao Occidental,Santa Maria,Basiawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,614,6144069.03,0.5,3072034.52,0.0142,43622.89,2022,2,1,1,1,54.9,24359.59,41.36,1,6.0,2.0,15.630997951856667,14.937850935682855,10.100721941563373
Individual,Tarragona,Davao Oriental,Davao Del Sur,City of Davao,Bago Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,223,1108010.36,0.2,221602.07,0.0129,2858.67,2021,8,8,1,1,39.4,1782.81,65.69,0,3.0,1.0,13.918077398944389,12.308643087549918,7.4865068052260355
Individual,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Paquibato (Pob.),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,942,8307964.77,0.5,4153982.38,0.0174,72279.29,2024,21,8,2,1,50.7,49832.32,44.71,1,9.0,3.0,15.932725343844472,15.239578282447264,10.816439115586205
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,Malalag,New Baclayon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,299,2342941.64,0.2,468588.33,0.013,6091.65,2022,11,8,4,1,55.2,5571.58,5.0,1,9.0,3.0,14.6669182357562,13.057482034843542,8.625613421370524
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,190,911339.24,0.2,182267.85,0.0134,2442.39,2024,5,4,2,1,72.0,1682.5,17.5,1,6.0,2.0,13.72267158620856,12.113238073877739,7.428630238601129
Individual,Lupon,Davao Oriental,Davao Del Sur,City of Davao,Waan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 07D,99,2038928.24,0.25,509732.06,0.0128,6524.57,2024,5,6,1,0,9.9,754.97,81.75,0,9.0,3.0,14.527935345668494,13.141642455908048,6.628001692852478
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tawan-tawan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3193,6186596.68,0.4,2474638.67,0.0108,26726.1,2021,17,8,3,2,102.5,30467.12,5.0,1,3.0,1.0,15.637895845729979,14.721605355507196,10.32443617004341
Individual,Cateel,Davao Oriental,Davao Oriental,BAGANGA,Campawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,102,2098798.89,0.5,1049399.45,0.016,16790.39,2023,17,8,1,1,31.5,8896.34,76.04,0,9.0,3.0,14.556876258383792,13.863729559051123,9.093507634643283
Individual,Sarangani,Davao Occidental,Davao Del Norte,City of Panabo,Little Panay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,713,2951595.44,0.2,590319.09,0.012,7083.83,2021,15,8,1,1,26.9,4019.12,74.84,0,,,14.89785674804013,13.28842019419192,8.299067031913811
Individual,City of Davao,Davao Del Sur,Davao De Oro,Montevista,Linoan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,133,630589.24,0.2,126117.85,0.0112,1412.52,2024,8,8,3,1,62.8,910.1,47.07,0,6.0,2.0,13.354411548650138,11.744979995317394,6.814652660719813
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,317,3080817.59,0.2,616163.52,0.0124,7640.43,2022,2,1,1,1,35.9,4001.35,46.43,1,12.0,4.0,14.940705895611606,13.331269284778775,8.294636967591465
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ubalde,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1106,3598429.55,0.4,1439371.82,0.0152,21878.45,2021,10,8,2,1,58.2,15304.52,47.13,1,12.0,4.0,15.096008350035543,14.179718035009696,9.635968826627241
Individual,Laak,Davao De Oro,Davao De Oro,Nabunturan,San Vicente,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,213,826222.67,0.2,165244.53,0.0134,2214.28,2022,2,1,0,0,0.0,189.71,62.56,0,6.0,2.0,13.624620802771892,12.01518770742372,5.250753949616427
Individual,City of Davao,Davao Del Sur,Davao De Oro,Mabini,Cuambog (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4629,9382813.69,0.4,3753125.48,0.0125,46914.07,2021,11,8,3,1,61.6,34311.69,32.06,1,6.0,2.0,16.05439034953011,15.13809977858846,10.443270535577176
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Il Papa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,122,492984.52,0.2,98596.9,0.0112,1104.29,2022,9,8,3,1,62.4,699.51,39.94,0,9.0,3.0,13.10823508139673,11.498805242189475,6.551808641192655
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Toril (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,189,2487019.95,0.5,1243509.98,0.0139,17284.79,2024,12,8,3,1,52.2,10690.62,38.44,1,6.0,2.0,14.726596146553842,14.033449372102174,9.277215536036131
Company,City of Davao,Davao Del Sur,Davao De Oro,Maco,Magangit,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,205,1875216.19,0.45,843847.29,0.0139,11729.48,2023,6,6,1,1,37.3,4724.74,49.09,0,,,14.444235045344998,13.64572800623608,8.460779441421803
Individual,Sarangani,Davao Occidental,Davao Del Sur,City of Digos,Kiagot,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,75,593182.92,0.2,118636.58,0.0132,1566.0,2024,9,8,1,1,32.4,664.05,66.01,0,9.0,3.0,13.293259781663403,11.683828578761563,6.499862225799305
Company,Malita,Davao Occidental,Davao Del Sur,City of Davao,Tapak,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,164,3785763.63,0.5,1892881.81,0.0174,32936.14,2022,7,7,2,1,50.9,20723.61,39.31,1,6.0,2.0,15.146758440303278,14.453611521249256,9.939077161973604
Individual,City of Davao,Davao Del Sur,Davao Occidental,Don Marcelino,Dalupan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,168,882971.28,0.2,176594.26,0.0121,2136.79,2024,12,8,2,1,34.8,1198.78,69.49,0,3.0,1.0,13.691049086114845,12.081615726474688,7.089893485635148
Individual,Sulop,Davao Del Sur,Davao De Oro,New Bataan,Panag,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 14D,89,1003778.34,0.25,250944.58,0.0146,3663.79,2023,18,8,5,1,94.8,3280.59,6.39,1,12.0,4.0,13.81928277420196,12.432991381857635,8.09608334001947
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Saloy,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,358,1607309.46,0.2,321461.89,0.0101,3246.77,2022,10,8,2,0,15.1,1414.24,70.67,0,12.0,4.0,14.290072818344182,12.680637388314786,7.255054407002387
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Sirib,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4101,9511764.93,0.4,3804705.97,0.0127,48319.77,2024,4,3,1,0,29.9,15186.76,68.87,0,9.0,3.0,16.068040109186224,15.151749534485816,9.628245119277933
Individual,City of Davao,Davao Del Sur,Davao De Oro,Nabunturan,Mipangi,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,2514375.52,0.2,502875.1,0.0127,6386.51,2022,15,8,1,0,19.3,1829.17,77.75,0,6.0,2.0,14.737535426209995,13.128099096672019,7.5121641376957475
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dumoy,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,360,4127260.06,0.5,2063630.03,0.0152,31367.18,2024,19,8,2,1,46.4,18671.28,42.93,0,9.0,3.0,15.233124563336963,14.539977625068422,9.834795350129413
Individual,City of Davao,Davao Del Sur,Davao Del Sur,CITY OF DAVAO,Gov. Paciano Bangoy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,125,558727.31,0.2,111745.46,0.0141,1575.61,2021,13,8,3,1,56.2,979.83,37.19,1,6.0,2.0,13.2334186053645,11.623987834121712,6.8883991519898595
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Wines,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,202,1008262.66,0.2,201652.53,0.012,2419.83,2021,3,4,1,0,24.0,272.98,60.66,0,3.0,1.0,13.823740260870965,12.214306305727266,5.613055111023243
Company,Padada,Davao Del Sur,Davao De Oro,Laak,Aguinaldo,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,504,6750264.16,0.45,3037618.87,0.0173,52550.81,2023,11,8,5,2,110.2,66945.53,5.0,1,,,15.725092345040121,14.926584829226767,11.111649520052438
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Riverside,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,276,2745419.74,0.2,549083.95,0.0136,7467.54,2022,2,1,1,1,30.8,3470.03,54.41,1,12.0,4.0,14.825444896225886,13.21600844440473,8.152206658866787
Individual,City of Davao,Davao Del Sur,Davao Occidental,Jose Abad Santos,Tanuman,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,428,1517079.45,0.2,303415.89,0.0113,3428.6,2024,4,5,2,1,61.3,2076.05,50.36,0,6.0,2.0,14.232298289225099,12.622863013430822,7.638703896768833
Individual,Tarragona,Davao Oriental,Davao Del Sur,City of Davao,Mahayag,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,77,570793.36,0.2,114158.67,0.0135,1541.14,2021,6,7,1,1,26.8,857.93,64.47,0,6.0,2.0,13.254784283667046,11.645353361466793,6.755687428558983
Individual,Santa Cruz,Davao Del Sur,Davao Del Sur,Magsaysay,Kasuga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,95,751679.76,0.2,150335.95,0.0119,1789.0,2023,4,5,1,0,9.1,192.39,87.21,0,9.0,3.0,13.530066991520714,11.920634387176992,5.264708875374207
